,carat,depth,table,price,x,y,z
0,0.039473684210526314,0.5714285714285715,0.06666666666666667,0,0.060150375939849676,0.08914728682170542,0.08888888888888895
0.01,1,1,0.5333333333333333,0.9995891536565324,0.9323308270676689,0.8527131782945737,1
0.02,0.039473684210526314,0.16071428571428553,0.7333333333333333,0.0004108463434675431,0.09774436090225555,0.1240310077519381,0.022222222222222237
0.03,0.1184210526315789,0.6517857142857143,0.26666666666666666,0.003286770747740345,0.1541353383458647,0.18604651162790714,0.1999999999999999
0.04,0.14473684210526314,0.7321428571428571,0.26666666666666666,0.0036976170912078883,0.20676691729323302,0.23255813953488358,0.2666666666666666
0.05,0.0526315789473684,0.6874999999999999,0.2,0.004108463434675432,0.056390977443608985,0.08139534883720928,0.11666666666666663
0.06,0.0526315789473684,0.6428571428571427,0.2,0.004108463434675432,0.060150375939849676,0.08914728682170542,0.11111111111111119
0.07,0.07894736842105263,0.6071428571428571,0.06666666666666667,0.0045193097781429745,0.10526315789473693,0.13953488372093034,0.1444444444444443
0.08,0.0263157894736842,0.8928571428571426,0.4666666666666667,0.0045193097781429745,0.030075187969924838,0.01162790697674411,0.12222222222222232
0.09,0.039473684210526314,0.38392857142857134,0.4666666666666667,0.0049301561216105174,0.07894736842105261,0.11627906976744179,0.06666666666666672
0.1,0.13157894736842102,0.7946428571428573,0.06666666666666667,0.005341002465078061,0.17293233082706766,0.20542635658914737,0.2555555555555555
0.11,0.039473684210526314,0.6874999999999999,0.13333333333333333,0.005751848808545604,0.05263157894736847,0.058139534883720895,0.10555555555555551
0.12,0.0263157894736842,0.47321428571428564,0.4666666666666667,0.00657354149548069,0.033834586466165356,0.0348837209302325,0.03333333333333336
0.13,0.14473684210526314,0.6339285714285718,0,0.007395234182415777,0.21052631578947353,0.24031007751937988,0.24444444444444438
0.14,0,0.4553571428571432,0.5333333333333333,0.0078060805258833195,0,0,0
0.15,0.15789473684210525,0.5178571428571428,0.26666666666666666,0.0078060805258833195,0.22180451127819542,0.2596899224806201,0.22777777777777783
0.16,0.13157894736842102,0.6160714285714287,0,0.009038619556285949,0.1954887218045111,0.2286821705426356,0.22777777777777783
0.17,0.13157894736842102,0.7410714285714286,0,0.010271158586688579,0.1654135338345866,0.20930232558139536,0.23888888888888896
0.18,0.13157894736842102,0.7767857142857142,0.13333333333333333,0.010271158586688579,0.1654135338345866,0.19767441860465107,0.24444444444444438
0.19,0.13157894736842102,0.6785714285714289,0.3333333333333333,0.010271158586688579,0.15789473684210523,0.20155038759689906,0.2166666666666667
0.2,0.13157894736842102,0.7321428571428571,0.13333333333333333,0.010271158586688579,0.17669172932330818,0.21317829457364335,0.24444444444444438
0.21,0.039473684210526314,0.7767857142857142,0.06666666666666667,0.010682004930156122,0.02255639097744363,0.06589147286821702,0.11666666666666663
0.22,0.039473684210526314,0.5267857142857144,0.2,0.011092851273623664,0.056390977443608985,0.08139534883720928,0.07777777777777783
0.23,0.14473684210526314,0.38392857142857134,0.5333333333333333,0.011092851273623664,0.22556390977443594,0.2635658914728681,0.19444444444444448
0.24,0.14473684210526314,0.26785714285714296,0.5333333333333333,0.011092851273623664,0.24436090225563922,0.27906976744186035,0.17777777777777767
0.25,0.039473684210526314,0.47321428571428564,0.26666666666666666,0.011503697617091208,0.06766917293233088,0.10077519379844953,0.07777777777777783
0.26,0.0526315789473684,0.6607142857142858,0.2,0.01191454396055875,0.06766917293233088,0.07364341085271316,0.11111111111111119
0.27,0.13157894736842102,0.6339285714285718,0.2,0.012736236647493838,0.18421052631578955,0.21317829457364335,0.22222222222222213
0.28,0.039473684210526314,0.4821428571428572,0.4666666666666667,0.012736236647493838,0.0639097744360902,0.08527131782945743,0.07222222222222215
0.29,0.039473684210526314,0.5178571428571428,0.2,0.012736236647493838,0.0639097744360902,0.09302325581395357,0.08333333333333327
0.3,0.039473684210526314,0.43750000000000006,0.2,0.031224322103533278,0.07894736842105261,0.10852713178294583,0.07777777777777783
0.31,0.039473684210526314,0.41964285714285693,0.2,0.031224322103533278,0.09398496240601503,0.12015503875968976,0.08333333333333327
0.32,0.039473684210526314,0.5000000000000003,0.3333333333333333,0.031224322103533278,0.06766917293233088,0.10077519379844953,0.08333333333333327
0.33,0.039473684210526314,0.3928571428571429,0.26666666666666666,0.031224322103533278,0.08270676691729313,0.12015503875968976,0.07222222222222215
0.34,0.039473684210526314,0.6071428571428571,0.26666666666666666,0.031224322103533278,0.048872180451127775,0.08139534883720928,0.09444444444444439
0.35,0.039473684210526314,0.2767857142857145,0.3333333333333333,0.031224322103533278,0.10150375939849607,0.12790697674418608,0.055555555555555594
0.36,0.039473684210526314,0.8035714285714283,0.3333333333333333,0.031224322103533278,0.015037593984962419,0.038759689922480654,0.10555555555555551
0.37,0.14473684210526314,0.7946428571428573,0,0.031224322103533278,0.18796992481203006,0.2170542635658913,0.2666666666666666
0.38,0.07894736842105263,0.5089285714285713,0.3333333333333333,0.031635168447000823,0.1278195488721804,0.1589147286821706,0.13888888888888887
0.39,0.17105263157894737,0.5982142857142856,0.06666666666666667,0.031635168447000823,0.26315789473684215,0.2945736434108526,0.28333333333333316
0.4,0.17105263157894737,0.5446428571428574,0.13333333333333333,0.031635168447000823,0.26315789473684215,0.29069767441860467,0.2666666666666666
0.41,0.17105263157894737,0.5357142857142859,0.13333333333333333,0.031635168447000823,0.26315789473684215,0.3100775193798449,0.27222222222222203
0.42,0.07894736842105263,0.9017857142857147,0.13333333333333333,0.031635168447000823,0.0751879699248121,0.1046511627906975,0.18888888888888877
0.43,0.07894736842105263,0.294642857142857,0.6,0.031635168447000823,0.1503759398496242,0.18992248062015513,0.10555555555555551
0.44,0.15789473684210525,0.7142857142857145,0.13333333333333333,0.031635168447000823,0.20676691729323302,0.24031007751937988,0.2666666666666666
0.45,0.1184210526315789,0.6517857142857143,0.26666666666666666,0.031635168447000823,0.1691729323308271,0.19767441860465107,0.21111111111111103
0.46,0.15789473684210525,0.5982142857142856,0.06666666666666667,0.031635168447000823,0.21052631578947353,0.2596899224806201,0.24444444444444438
0.47,0.15789473684210525,0.7767857142857142,0.13333333333333333,0.031635168447000823,0.21428571428571438,0.24418604651162787,0.28888888888888886
0.48,0.06578947368421051,0.7321428571428571,0.4,0.03204601479046836,0.07894736842105261,0.10852713178294583,0.15
0.49,0.1184210526315789,0.5000000000000003,0.4,0.03204601479046836,0.20300751879699247,0.24031007751937988,0.20555555555555557
0.5,0.0526315789473684,0.5178571428571428,0.4666666666666667,0.03204601479046836,0.08646616541353366,0.10852713178294583,0.10000000000000007
0.51,0.039473684210526314,0.6071428571428571,0,0.03204601479046836,0.05263157894736847,0.07751937984496131,0.09444444444444439
0.52,0.15789473684210525,0.5178571428571428,0.06666666666666667,0.03204601479046836,0.24812030075187974,0.2829457364341087,0.25000000000000006
0.53,0.0263157894736842,0.5803571428571431,0.26666666666666666,0.03204601479046836,0.05263157894736847,0.054263565891472916,0.07777777777777783
0.54,0.0263157894736842,0.3749999999999998,0.5333333333333333,0.03204601479046836,0.04511278195488726,0.050387596899224764,0.022222222222222237
0.55,0.13157894736842102,0.5267857142857144,0.3333333333333333,0.03245686113393591,0.19172932330827058,0.2248062015503876,0.1999999999999999
0.56,0.13157894736842102,0.3749999999999998,0.4666666666666667,0.03245686113393591,0.24060150375939837,0.24418604651162787,0.18888888888888877
0.57,0.13157894736842102,0.6696428571428574,0.2,0.03245686113393591,0.17293233082706766,0.20542635658914737,0.22222222222222213
0.58,0.13157894736842102,0.705357142857143,0.2,0.03245686113393591,0.18421052631578955,0.22093023255813965,0.24444444444444438
0.59,0.13157894736842102,0.7232142857142861,0.06666666666666667,0.03245686113393591,0.17293233082706766,0.20930232558139536,0.23888888888888896
0.6,0.19736842105263153,0.5178571428571428,0.2,0.09285127362366474,0.2819548872180451,0.3255813953488371,0.28333333333333316
0.61,0.13157894736842102,0.6696428571428574,0.3333333333333333,0.09285127362366474,0.1654135338345866,0.20155038759689906,0.2166666666666667
0.62,0.13157894736842102,0.6607142857142858,0.2,0.09285127362366474,0.18796992481203006,0.22093023255813965,0.23333333333333325
0.63,0.13157894736842102,0.6250000000000002,0.13333333333333333,0.09285127362366474,0.19172932330827058,0.2248062015503876,0.22777777777777783
0.64,0.28947368421052627,0.5714285714285715,0.3333333333333333,0.09285127362366474,0.3721804511278196,0.4224806201550387,0.38333333333333325
0.65,0.10526315789473686,0.5625,0.13333333333333333,0.0932621199671323,0.1503759398496242,0.18217054263565882,0.17222222222222222
0.66,0.15789473684210525,0.6160714285714287,0.08666666666666648,0.0932621199671323,0.22556390977443594,0.2596899224806201,0.2555555555555555
0.67,0.14473684210526314,0.7321428571428571,0.2,0.0932621199671323,0.20300751879699247,0.21317829457364335,0.2555555555555555
0.68,0.14473684210526314,0.5982142857142856,0.26666666666666666,0.0932621199671323,0.21052631578947353,0.22093023255813965,0.22777777777777783
0.69,0.0526315789473684,0.5000000000000003,0.26666666666666666,0.0932621199671323,0.08270676691729313,0.10852713178294583,0.09444444444444439
0.7,0.0526315789473684,0.5714285714285715,0.4,0.0932621199671323,0.06766917293233088,0.09689922480620154,0.10000000000000007
0.71,0.13157894736842102,0.7142857142857145,0.13333333333333333,0.09367296631059983,0.18796992481203006,0.20155038759689906,0.23888888888888896
0.72,0.13157894736842102,0.6964285714285714,0.3333333333333333,0.09367296631059983,0.18421052631578955,0.18992248062015513,0.22777777777777783
0.73,0.13157894736842102,0.6607142857142858,0.2,0.09367296631059983,0.18796992481203006,0.19379844961240308,0.22222222222222213
0.74,0.13157894736842102,0.7678571428571432,0.2,0.09367296631059983,0.18421052631578955,0.19767441860465107,0.25000000000000006
0.75,0.07894736842105263,0.3660714285714288,0.4,0.09367296631059983,0.1503759398496242,0.18217054263565882,0.12222222222222232
0.76,0.07894736842105263,0.4285714285714285,0.26666666666666666,0.09367296631059983,0.13533834586466176,0.18604651162790714,0.1333333333333332
0.77,0.07894736842105263,0.6517857142857143,0,0.09367296631059983,0.10902255639097745,0.1472868217054263,0.1611111111111111
0.78,0.07894736842105263,0.6874999999999999,0.4,0.09367296631059983,0.08270676691729313,0.11627906976744179,0.1444444444444443
0.79,0.07894736842105263,0.6696428571428574,0.3333333333333333,0.09367296631059983,0.10150375939849607,0.13178294573643404,0.15555555555555542
0.8,0.07894736842105263,0.7410714285714286,0.3333333333333333,0.09367296631059983,0.07894736842105261,0.1124031007751938,0.15555555555555542
0.81,0.07894736842105263,0.6250000000000002,0.4,0.09367296631059983,0.09022556390977451,0.14341085271317833,0.1444444444444443
0.82,0.07894736842105263,0.6964285714285714,0.26666666666666666,0.09367296631059983,0.08646616541353366,0.12015503875968976,0.15
0.83,0.23684210526315788,0.5803571428571431,0.13333333333333333,0.09367296631059983,0.3233082706766918,0.3565891472868217,0.3333333333333333
0.84,0.07894736842105263,0.24999999999999983,0.4,0.09367296631059983,0.16165413533834574,0.19379844961240308,0.10000000000000007
0.85,0.0526315789473684,0.6428571428571427,0.3333333333333333,0.09367296631059983,0.060150375939849676,0.06589147286821702,0.10000000000000007
0.86,0.0526315789473684,0.5446428571428574,0.26666666666666666,0.09367296631059983,0.08270676691729313,0.08139534883720928,0.09444444444444439
0.87,0.0526315789473684,0.5089285714285713,0.3333333333333333,0.09367296631059983,0.08646616541353366,0.09689922480620154,0.09444444444444439
0.88,0.0526315789473684,0.5000000000000003,0.26666666666666666,0.09367296631059983,0.10526315789473693,0.1124031007751938,0.10555555555555551
0.89,0.15789473684210525,0.6964285714285714,0.26666666666666666,0.09367296631059983,0.21052631578947353,0.2248062015503876,0.2555555555555555
0.9,0.6578947368421052,0.6607142857142858,0.2,0.9987674609695973,0.7180451127819549,0.7635658914728681,0.722222222222222
0.91,0.8684210526315789,0,1,0.9987674609695973,1,1,0.6944444444444443
0.92,0.6578947368421052,0.5803571428571431,0.13333333333333333,0.9987674609695973,0.7180451127819549,0.7441860465116279,0.6833333333333332
0.93,0.6710526315789473,0.6517857142857143,0.2,0.9995891536565324,0.7105263157894736,0.7674418604651164,0.7166666666666666
0.94,0.7631578947368421,0.7767857142857142,0.13333333333333333,0.9995891536565324,0.7593984962406013,0.8139534883720929,0.8055555555555556
0.95,0.6578947368421052,0.21428571428571425,0.26666666666666666,0.9995891536565324,0.7744360902255637,0.8333333333333335,0.6166666666666665
0.96,0.6578947368421052,0.38392857142857134,0.5333333333333333,0.9995891536565324,0.7218045112781954,0.7790697674418604,0.6277777777777777
0.97,1,1,0.5333333333333333,0.9995891536565324,0.9323308270676689,0.8527131782945737,1
0.98,0.6973684210526316,0.5803571428571431,0.3333333333333333,1,0.7443609022556389,0.7868217054263567,0.7166666666666666
0.99,0.7894736842105264,0.5714285714285715,0.26666666666666666,1,0.819548872180451,0.8449612403100774,0.7722222222222221
1,0.7236842105263158,0.7232142857142861,0.13333333333333333,1,0.7556390977443608,0.7751937984496123,0.7666666666666665
